Date;Visits;Value;FacetId1;FacetId2;FacetId3
20110414;10;35;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;1;10;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;5;20;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;5;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;11;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;4;0;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;5;0;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;25;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;7;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;2;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;10;70;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;4;10;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;17;30;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110414;1;10;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;1;0;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;1;0;20000000-0000-0000-0000-000000000000;22000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;4;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;3;0;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;7;40;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;1;0;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;71;210;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;7;0;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;5;10;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;11;15;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;4;30;40000000-0000-0000-0000-000000000000;43000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;2;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;462;1840;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;23;10;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;2;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;26;20;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;7;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;3;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;3;0;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;6;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;1;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;3;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110415;342;1765;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;1;0;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;2;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;8;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;1;0;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;32;0;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;4;0;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;2;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;74779CA3-F1E1-41BF-929A-0016CA3A9054
20110416;16;70;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;1;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;3;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;4;35;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;21;130;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;4;50;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;9;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;124;300;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110416;14;10;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;4;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;4;0;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;9;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;1;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;74779CA3-F1E1-41BF-929A-0016CA3A9054
20110417;1;0;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;8;15;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;1;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;11;10;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;10;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;71;130;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;24;20;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;4;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;20;215;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;1;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;3;25;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;12;165;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;1;0;20000000-0000-0000-0000-000000000000;22000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;34;100;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;1;0;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;2;0;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;2;0;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110417;3;0;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;3;10;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;1;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;71;105;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;11;45;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;4;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;1;0;50000000-0000-0000-0000-000000000000;54000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;4;25;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;3;10;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;72;225;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;13;15;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;17;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;4;10;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;3;30;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;20;120;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;80;375;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;2;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;3;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;8;30;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;4;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;4;20;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;26;205;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;82;380;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;4;0;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110418;17;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;41;130;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;22;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;2;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;1;0;50000000-0000-0000-0000-000000000000;54000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;3;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;9;20;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;10;10;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;7;20;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;2;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;43;250;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;4;0;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;12;45;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;1;0;20000000-0000-0000-0000-000000000000;22000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;4;10;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;3;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;10;0;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;21;130;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;14;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;83;160;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;3;0;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;20;60;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;17;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110419;13;15;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;4;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;16;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;2;10;40000000-0000-0000-0000-000000000000;44000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;5;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;11;80;00000000-0000-0000-0000-000000000000;03000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;5;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;10;0;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;25;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;134;70;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;10;15;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;4;0;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;84;110;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;2;10;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;4;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;16;110;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;20;20;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;8;100;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;3;0;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;2;10;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;11;55;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;4;0;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;21;120;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110420;16;120;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;5;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;8;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;3;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;4;30;00000000-0000-0000-0000-000000000000;03000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;1;15;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;54;70;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;5;10;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;29;145;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;9;40;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;4;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;9;40;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;1;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;75;400;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;2;10;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;14;90;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;8;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;53;175;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;20;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110421;21;110;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;2;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;65;10;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;3;10;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;4;20;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;13;60;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;12;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;1;0;20000000-0000-0000-0000-000000000000;24000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;1;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;10;60;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;2;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;1;15;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;10;25;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;6;80;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;53;235;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;1;0;50000000-0000-0000-0000-000000000000;54000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;5;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;2;10;00000000-0000-0000-0000-000000000000;03000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;1;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;4;40;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;13;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;10;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110422;3;0;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;3;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;5;10;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;27;160;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;5;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;1;25;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;4;20;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;1;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;28;0;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;4;10;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;11;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;8;20;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;15;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;1;10;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110423;5;15;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;3;0;50000000-0000-0000-0000-000000000000;55000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;24;200;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;2;0;20000000-0000-0000-0000-000000000000;26000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;2;0;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;2;0;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;4;10;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;3;0;20000000-0000-0000-0000-000000000000;22000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;4;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;11;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;9;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;7;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;11;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;1;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;2;0;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;3;0;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110424;7;10;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110425;1;0;10000000-0000-0000-0000-000000000000;14000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110425;12;30;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110425;3;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110425;17;50;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20110425;85;100;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
